goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
PackupRange	2898	5945
PackupRange	2985	7095
寵物點1	2344	18400
寵物點1	2388	18351
寵物點1	2424	18283
寵物點1	2429	18205
寵物點1	2469	18124
寵物點1	2448	18065
寵物點1	2421	17981
寵物點1	2395	17906
寵物點1	2365	17851
寵物點1	2306	17795
寵物點2	5869	18235
寵物點2	5815	18187
寵物點2	5788	18130
寵物點2	5784	18090
寵物點2	5770	18045
寵物點2	5778	18006
寵物點2	5797	17964
寵物點2	5842	17934
寵物點2	5869	17908
寵物點2	5894	17903
