goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
mingxiang	1509	6521
主座	4591	6510
寵物點1	2315	18379
寵物點1	2370	18324
寵物點1	2427	18260
寵物點1	2455	18182
寵物點1	2468	18110
寵物點1	2449	18059
寵物點1	2414	18035
寵物點1	2398	17979
寵物點1	2377	17900
寵物點1	2309	17845
寵物點2	5889	18243
寵物點2	5843	18219
寵物點2	5808	18176
寵物點2	5775	18130
寵物點2	5756	18099
寵物點2	5774	18037
寵物點2	5799	17984
寵物點2	5813	17958
寵物點2	5839	17934
寵物點2	5893	17909
