goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
PackupRange	3509	7184
PackupRange	4724	7267
真兒	2805	8057
楊大俠1_開始	2105	7138
楊大俠2	2195	7999
楊大俠3_停	2693	8055
楊大俠4	2267	7489
楊大俠5	2319	6954
楊大俠6_停	2722	6971
楊大俠7	2693	6007
楊大俠8	2398	5965
楊大俠9	2395	5004
楊大俠10	2183	5000
楊大俠11_停	2182	5040
楊大俠12	2466	5063
楊大俠13	2429	6375
楊大俠14	4466	6391
楊大俠15	4468	6508
楊大俠16_停	4428	6505
楊大俠17	3808	6359
楊大俠18_結束	2116	6395
主座	4603	6507
寵物點1	2314	18403
寵物點1	2377	18349
寵物點1	2424	18286
寵物點1	2451	18208
寵物點1	2443	18131
寵物點1	2429	18064
寵物點1	2389	18011
寵物點1	2367	17957
寵物點1	2346	17898
寵物點1	2310	17850
寵物點2	5893	18237
寵物點2	5859	18205
寵物點2	5814	18152
寵物點2	5786	18099
寵物點2	5774	18045
寵物點2	5821	18004
寵物點2	5822	17956
寵物點2	5853	17928
寵物點2	5892	17904
寵物點2	5842	18186
