goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
主座	4602	6505
寵物點1	2315	18352
寵物點1	2366	18315
寵物點1	2411	18264
寵物點1	2445	18204
寵物點1	2448	18148
寵物點1	2441	18094
寵物點1	2417	18040
寵物點1	2392	17989
寵物點1	2360	17932
寵物點1	2327	17882
寵物點2	5887	18239
寵物點2	5847	18189
寵物點2	5821	18153
寵物點2	5792	18121
寵物點2	5761	18073
寵物點2	5782	18014
寵物點2	5814	17979
寵物點2	5838	17959
寵物點2	5874	17930
寵物點2	5930	17930
