龍柱_天覆	9481	27218
龍柱_地載	27037	27212
龍柱_風揚	9470	9614
龍柱_雲垂	27035	9632
龍柱_龍飛	14547	22154
龍柱_虎翼	21906	22158
龍柱_鳥翔	14548	14728
龍柱_蛇蟠	21899	14730
王座	18229	18435
營地1_出	5356	22888
營地1_出	5368	23306
營地1_出	5354	22475
營地1_進	4938	23309
營地1_進	4925	22447
營地1_進	4846	22905
營地1_障礙	5124	22629
營地1_障礙	5124	23112
營地1_傳送點	5013	22912
營地8_出	5333	14435
營地8_出	5341	13638
營地8_出	5355	14082
營地8_進	4909	14441
營地8_進	4836	14086
營地8_進	4925	13652
營地8_障礙	5113	14253
營地8_障礙	5113	13809
營地8_傳送點	4986	14085
營地7_出	13452	5560
營地7_出	13818	5557
營地7_出	14178	5558
營地7_進	13832	5142
營地7_進	14192	5222
營地7_進	13455	5222
營地7_障礙	13619	5389
營地7_障礙	14044	5390
營地7_傳送點	13833	5264
營地6_出	22271	5567
營地6_出	22669	5556
營地6_出	23076	5560
營地6_進	22278	5218
營地6_進	22649	5141
營地6_進	23084	5220
營地6_障礙	22417	5393
營地6_障礙	22879	5391
營地6_傳送點	22652	5265
營地5_出	31288	14467
營地5_出	31291	13628
營地5_出	31290	14056
營地5_進	31644	14473
營地5_進	31719	14070
營地5_進	31655	13627
營地5_障礙	31462	13854
營地5_障礙	31458	14254
營地5_傳送點	31584	14082
營地4_出	31291	23258
營地4_出	31280	22830
營地4_出	31288	22355
營地4_進	31722	22817
營地4_進	31639	23265
營地4_進	31636	22359
營地4_障礙	31458	23043
營地4_障礙	31461	22581
營地4_傳送點	31585	22819
營地3_出	22178	31401
營地3_出	22663	31391
營地3_出	23089	31405
營地3_進	22659	31828
營地3_進	23031	31743
營地3_進	22189	31751
營地3_障礙	22824	31569
營地3_障礙	22387	31567
營地3_傳送點	22652	31685
營地2_出	13480	31427
營地2_出	14353	31427
營地2_出	13910	31423
營地2_進	13484	31782
營地2_進	13898	31847
營地2_進	14353	31760
營地2_障礙	14100	31595
營地2_障礙	13690	31595
營地2_傳送點	13888	31715
營地1出生點	3423	22775
營地2出生點	13895	32887
營地3出生點	22678	32816
營地4出生點	32862	22879
營地5出生點	32899	14095
營地6出生點	22602	3946
營地7出生點	13892	3942
營地8出生點	3651	14043
營地1返回外城	2311	22801
營地2返回外城	13909	33752
營地3返回外城	22677	33732
營地4返回外城	33518	22848
營地5返回外城	33511	14091
營地6返回外城	22636	3078
營地7返回外城	13860	3027
營地8返回外城	2375	14025
龍飛-佔據	15413	23029
蛇蟠-佔據	22723	15553
虎翼-佔據	21131	21400
鳥翔-佔據	13783	13982
地載-佔據	26192	26386
天覆-佔據	8637	26387
風揚-佔據	8635	8781
雲垂-佔據	26192	8807
王座-佔據	17266	17580
