goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
PackupRange	1411	5783
PackupRange	2761	5699
寵物點1	2360	18359
寵物點1	2400	18294
寵物點1	2430	18241
寵物點1	2445	18176
寵物點1	2448	18121
寵物點1	2446	18070
寵物點1	2425	18037
寵物點1	2400	18013
寵物點1	2363	17987
寵物點1	2318	17973
寵物點2	5825	18071
寵物點2	5833	18121
寵物點2	5843	18162
寵物點2	5866	18186
寵物點2	5896	18218
寵物點2	5830	18044
寵物點2	5840	18010
寵物點2	5846	17980
寵物點2	5872	17955
寵物點2	5905	17927
